id,author_id,author_name,author_handler,author_avatar,lang,type,text,date,mention_ids,mention_names,retweets,favorites,links,links_first,image_links,image_links_first,rp_user_id,rp_user_name,location,tweet_link,search
1180340680067108864,2803017122,Filosofía Gallardo,Federicojfar10,https://pbs.twimg.com/profile_images/994288445538422785/ilr8rjcu_bigger.jpg,es,original,"🎥🎞 Magnanimidad 🎨 Obra Maestra 🎩 Espectacular 👏🏼 Magnífica 🎻 Maravillosa 🏛 Fantástica 📽

Me Quedo Corto 📽 Todo Eso y Mucho Más Fue #JokerMovie 🤡",2019-10-05T04:35:22.000Z,[],[],0,0,[],,[],,,,,https://twitter.com/Federicojfar10/status/1180340680067108864,#jokermovie
1180022970678480896,65855354,Enrique Ortega,QuiqueOrtega,https://pbs.twimg.com/profile_images/1151328231599104000/i8WH9GsC_bigger.jpg,es,original,"En 1989, lo lanzaron al ácido.

En 2019, lo lanzaron a la sociedad.

#JokerMovie",2019-10-04T07:32:54.000Z,[],[],0,3,[],,[],,,,,https://twitter.com/QuiqueOrtega/status/1180022970678480896,#jokermovie
1180022945877352448,279776435,𝚂𝚎𝚛𝚐𝚒𝚘 𝙲.,CardozoChecho,https://pbs.twimg.com/profile_images/1233919793280892929/TUUjJ8_D_bigger.jpg,es,original,Creo que todo lo positivo del #JokerMovie está dicho. Yo solo quiero agregar que el trabajo de Lawrence Sher es impecable. pic.twitter.com/j2fKJnCV1R,2019-10-04T07:32:48.000Z,[],[],0,2,"[""https://t.co/j2fKJnCV1R""]",https://t.co/j2fKJnCV1R,"[""https://pbs.twimg.com/media/EGBInHlVUAEoSYK.jpg""]",https://pbs.twimg.com/media/EGBInHlVUAEoSYK.jpg,,,,https://twitter.com/CardozoChecho/status/1180022945877352448,#jokermovie
1180022865250287617,58230633,Darth Beoulve,fieldynosoul,https://pbs.twimg.com/profile_images/1023339171392323584/hyj7ZtxE_bigger.jpg,es,original,"Dammmmn bro

1. Transformación física
2. Trastorno mental
3. Dolor y drama

AWARD WINNING PERFORMANCE definitiva #JokerMovie",2019-10-04T07:32:29.000Z,[],[],0,1,[],,[],,,,,https://twitter.com/fieldynosoul/status/1180022865250287617,#jokermovie
1180022850368999426,1032618086002814976,El cubista friki (SuperSaxoPolarBear),cubismofriki,https://pbs.twimg.com/profile_images/1225018637355905025/RCpEtNpD_bigger.jpg,es,original,"Hoy se estrena #Joker
🙌🙌✍️
#FanArtFriday #fanart #JokerMovie pic.twitter.com/2Zl0gstz90",2019-10-04T07:32:25.000Z,[],[],21,61,"[""https://t.co/2Zl0gstz90""]",https://t.co/2Zl0gstz90,"[""https://pbs.twimg.com/media/EGBIhSXW4AEUnWE.jpg""]",https://pbs.twimg.com/media/EGBIhSXW4AEUnWE.jpg,,,,https://twitter.com/cubismofriki/status/1180022850368999426,#jokermovie
1180022843024773120,472541284,Taco 🌮,Taquitomen,https://pbs.twimg.com/profile_images/1052461871251435520/tO0twu4Z_bigger.jpg,es,original,No mamen si está buenaza la película del “bromas” o sea el guasón alias el joker. 🤡🃏#JokerMovie #Joker,2019-10-04T07:32:24.000Z,[],[],1,0,[],,[],,,,,https://twitter.com/Taquitomen/status/1180022843024773120,#jokermovie
1180022821621309440,54066631,Julio Ortíz,JulioOrtiz_,https://pbs.twimg.com/profile_images/870337475037741056/ZDQpamyv_bigger.jpg,es,original,"Joaquin Phoenix le hace un inmejorable homenaje a Heath Ledger, no hay ni de lejos, una comparación, ambas actuaciones son increíbles #JokerMovie",2019-10-04T07:32:19.000Z,[],[],0,1,[],,[],,,,,https://twitter.com/JulioOrtiz_/status/1180022821621309440,#jokermovie
1180022762804518913,121475454,Roberto Ivan,Ivanuko,https://pbs.twimg.com/profile_images/1230897418478157824/ImHK6TMB_bigger.jpg,es,quote,"Taxi Driver, requiem for a Dream, Naranja Mecánica y por supuesto 10 cosas que odio de Ti! #Joker #JokerMovie #Guasonhttps://twitter.com/gioalicari/status/1179885505082728451 …",2019-10-04T07:32:05.000Z,[],[],2,1,"[""https://twitter.com/gioalicari/status/1179885505082728451""]",https://twitter.com/gioalicari/status/1179885505082728451,[],,,,,https://twitter.com/Ivanuko/status/1180022762804518913,#jokermovie
1180022749332422656,52971038,Miguel Morningstar,ElMiguelon22,https://pbs.twimg.com/profile_images/1232523775536750592/AJNB8Vq6_bigger.jpg,es,original,"Épica. Sin duda alguna la mejor película basada en un personaje de cómic en la maldita historia. El Joker de Joaquin Phoenix marcará un antes y un después. 
#JokerMovie #TheJoker 🤡🃏pic.twitter.com/juRc81W3hs",2019-10-04T07:32:01.000Z,[],[],3,8,"[""https://t.co/juRc81W3hs""]",https://t.co/juRc81W3hs,[],,,,,https://twitter.com/ElMiguelon22/status/1180022749332422656,#jokermovie
1180022649616887808,192891621,Stephie Talavera,Stephi3_tal,https://pbs.twimg.com/profile_images/1065351127884025857/5gMJw6Wz_bigger.jpg,es,original,"9 de 10, no es lo que esperaba y justo eso fue lo maravilloso, tendré que ver la versión completa #JokerMovie pic.twitter.com/RdtiXR1uFj",2019-10-04T07:31:38.000Z,[],[],0,0,"[""https://t.co/RdtiXR1uFj""]",https://t.co/RdtiXR1uFj,[],,,,,https://twitter.com/Stephi3_tal/status/1180022649616887808,#jokermovie
1180022586043969537,232048729,Miriam Palacios,02MIRIAM,https://pbs.twimg.com/profile_images/1225552480110546945/iBqEQPpc_bigger.jpg,es,original,Estoy extasiada con #JokerMovie 🃏 una joya! 😟,2019-10-04T07:31:22.000Z,[],[],0,2,[],,[],,,,,https://twitter.com/02MIRIAM/status/1180022586043969537,#jokermovie
1180022550476263425,968988600997163008,Alejo Florez,Florez4Alejo,https://pbs.twimg.com/profile_images/1150776163318587393/l5oZZ9xE_bigger.jpg,es,original,"#Joker Espectacular, una película que te atrapa y te transforma junto a  #JoaquinPhoenix a medida que avanza. 10/10
#JokerFilm #JokerMovie pic.twitter.com/HUcO9D6Nok",2019-10-04T07:31:14.000Z,[],[],1,1,"[""https://t.co/HUcO9D6Nok""]",https://t.co/HUcO9D6Nok,[],,,,,https://twitter.com/Florez4Alejo/status/1180022550476263425,#jokermovie
1180022544893693953,1015072940889722886,Daniel Cuevas,danielocueva,https://pbs.twimg.com/profile_images/1191759897261674502/liQ66NlA_bigger.jpg,es,original,"Imagina que conoces al amor de tu vida, y aplaude al final de la película de #Joker
#JokerMovie",2019-10-04T07:31:13.000Z,[],[],1,1,[],,[],,,,,https://twitter.com/danielocueva/status/1180022544893693953,#jokermovie
1180022493911883776,2830818869,EduardoEsquivel,Eduard0Esquiv3l,https://pbs.twimg.com/profile_images/1126170697452146689/aKGOS36u_bigger.jpg,es,original,#JokerMovie es una obra de arte,2019-10-04T07:31:00.000Z,[],[],0,0,[],,[],,,,,https://twitter.com/Eduard0Esquiv3l/status/1180022493911883776,#jokermovie
1180022426425593856,301160753,Jonathan SG,Jona_Galvez,https://pbs.twimg.com/profile_images/1217179340540186624/WAdj8qaw_bigger.jpg,es,original,#JokerMovie IMPRESIONANTE!!!!,2019-10-04T07:30:44.000Z,[],[],0,0,[],,[],,,,,https://twitter.com/Jona_Galvez/status/1180022426425593856,#jokermovie
1180022362097385472,227542119,Ale Gómez,karoceline,https://pbs.twimg.com/profile_images/1147365933658398720/WuhzfxbY_bigger.jpg,es,original,Joker como AMLO #JokerMovie,2019-10-04T07:30:29.000Z,[],[],0,0,[],,[],,,,,https://twitter.com/karoceline/status/1180022362097385472,#jokermovie
